"グループ名","名字","名前","名字読み","名前読み","TwitterID","TwitterName","フォロワー数","ツイート数","認証","非公開","id","Twitterプロフィール","ツイート履歴"
"キプリスモルホォ","花咲","結愛","はなさき","ゆあ","hanasakiyua","花咲 結愛（キプリスモルホォ）","2498","5414","","","886579902048223233","@CyprisMo 18歳 青",""
"キミイロプロジェクト","朝日南","まつり","あさひな","まつり","matsuri_kmpj","朝日南まつり(キミイロPJ)新設しました！","1602","3268","","","1394996442347958278","全日本チャイナお団子グランプリファイナリスト(?)🐼おまつりちゃん🐼けろけろグリーン🐸🧪 #キミイロプロジェクト(@kimiiro_emg)🧪🧪ラジオが好きです！毎週水曜23:30FM FUJI ＃キミイロとしませんか？放送中📡 https://t.co/pnV7RDAvmi",""
"キミイロプロジェクト","堀木","さな","ほりき","さな","sana_kmpj","堀木さな 💙キミイロPJ💙","869","1126","","","1394996541492928516","Twitter戻ってきました、、、💙💙セクシーお姉さん💙💙水着❥ウィスキー❥コスプレ　舞台もやります➡️#キミイロプロジェクト　#LAUGHCARROT #キミイロTuber エッグスター所属　#さなのーと",""
"キミイロプロジェクト","桃鈴","蘭世","ももすず","らんぜ","ranze_m_kmpj","桃鈴蘭世🐇キミイロPJ","1139","1273","","","1394996556613357571","𓈒𓂂𓏸☁#キミイロプロジェクト(@kimiiro_emg)☁𓏸𓂂𓈒",""
"キミイロプロジェクト","佐藤","みき","さとう","みき","miki_kmpj","佐藤みき🧚‍♀🚪キミイロPJ","1361","4421","","","1394997168692367366","Twitter凍結中から帰ってきた佐藤みきだよん🌷フォローしてねん！#キミイロプロジェクト　（@kimiiro_emg）#透明なトビラ。（DM・フォロー🙅‍♀・1ツイート1リプ）",""
"キミイロプロジェクト","蒼井","花","あおい","はな","hana_kmpj","蒼井花♡キミイロPJ（新設しました)","2647","5376","","","1396474008950874114","Lv. ?? キ ミ に き め た！！ キミイロプロジェクト( @kimiiro_emg ) /ちよちゃんです/青い衣装だけど、ピンク担当🎀/ポニテになりました/セトリお姉さん/野球が好き⚾︎/撮影会でてます/夢は始球式に出ることと、武道館に立つこと。/撮可です📸/ちよちゃんに首ったけになってネ୨୧",""
"キミイロプロジェクト","杏","あいり","からもも","あいり","airi_k_kmpj","杏あいり【キミイロPJ】","1579","1690","","","1398218224123072518","2度目の凍結から帰還しました ''からもも''あいりです　#キミイロプロジェクト　(@kimiiro_emg )ライブ撮影可◎　#LAUGHCARROT(活動休止中)　",""
"キミイロプロジェクト","片平","結愛","かたひら","ゆい","yui_k_kmpj","片平結愛 キミイロPJ","2089","1586","","","1398218674209574923","18さい最近茶髪のメッシュボブになりました、かたひらゆいちゃんです👶🏻🍼 毎週水曜23:30〜FMFUJI「キミイロとしませんか？」放送中📻 LALAピポMVいっぱい見てネ🍡 凍結して2800人失ったのでみんな戻ってきて😢 #キミイロプロジェクト (@kimiiro_emg)",""
"キミイロプロジェクト","瀬川","のどか","せがわ","のどか","nodoka_s_kmpj","瀬川のどか☁️ 𓈒𓂂キミイロPJ","1080","1260","","","1434355115197009925","キミイロプロジェクト(@kimiiro_emg)初期メンです、凍結からただいまなのでフォローしてね👶🏻Instagramもやってます❤️‍🩹❤️‍🩹",""
"きみかが！","句読点","みこ","くとうてん","みこ","kimikaga_miko","句読点みこ@きみかが！","613","3436","","","1300034900813213696","きみかが！@kimikaga黄色担当。 JC3 。 とても受験生だね。ボカロとかちょっと好き。くだらない事しかつぶやかない。",""
"きみかが！","白井","ういか","しらい","ういか","kimikaga_uika","白井ういか","1499","2210","","","1406492381810106371","広島育ちの21さい💙🦑鯉党🎏ロボットアニメとゲーム好きです😎",""
"きみかが！","紫奈乃","はな","しなの","はな","kimikaga_hana","紫奈乃はな@きみかが！","412","6248","","","1453278340949975047","|| @kimikaga || 💜sʜɪɴᴀɴᴏ ʜᴀɴᴀ🌷 || 紫担当 || 肉食系（鶏肉）|| 🐺 || SNS ↓",""
"きみかが！","枢希","らら","くるるぎ","らら","kimikaga_rara","枢希らら＠きみかが！","473","2874","","","1475810964897693699","きみかが！@kimikaga 赤色担当❤️ ┊︎ 5月14日うまれ┊︎2022年1月8日デビュー┊︎枢希(くるるぎ)らら です🦀┊︎おかししかかたん(ᐡᴗ ̫ ᴗᐡ)",""
"きみかが！","白玉","ろあ","しらたま","ろあ","kimikaga_roa","白玉ろあ＠きみかが！","501","979","","","1483337199349235713","@kimikaga ꒰ঌシナモン大好き12歳໒꒱ 地上に舞い降りたあなたの天使 🤍白玉 ろあ🤍です.ᐟばぶ天使担当☁️🍼𓈒 𓂂𓏸 Instagramは下のリンクから🫧",""
"キミトノセンチメンタル","獣月","みう","けものづき","みう","miu_beastmoon","獣月みう(旧：恋咲みゆ)","1407","5284","","","1126486261936472064","けものづき。 7/17始動キミトノセンチメンタルの青色担当。ヘッダーは実家のヨークシャーテリアのちぃちゃん。頑張るからフォロー外さないでね",""
"キミトノセンチメンタル","姫呂","ゆあ","ひめろ","ゆあ","yua_kimisen","姫呂ゆあ@キミトノセンチメンタル💓🎀🌹","136","94","","","1540081840941580288","キミトノセンチメンタル ぴんく色担当 @kimisenofficial💓 ピンク/薔薇/マイメロ/音楽/コスメ/アニメ/美容/アイドル /可愛いしか勝たん🥺🎀【世界で1番お姫様】インスタhttps://t.co/WNeIVZT5dR 趣味垢 @Rose_pinkpink0",""
"きみとのワンダーランド","牧原","ゆかり","まきはら","ゆかり","yukaring_46","牧原ゆかり🎀きみワン💜","4623","51796","","","1530533916","きみとのワンダーランド🐰🎡 @kimiwanofficial パステルパープル💜  #撮影可能アイドル ♡乃木坂オタク/愛が重い人です",""
"きみとのワンダーランド","桜田","華奈","さくらだ","かなみ","3939_c5","桜田 華奈👼🏻🍒7/3近代麻雀水着祭👙【きみワン】","3876","9882","","","1087334541289709568","@kimiwanofficial きみとのワンダーランド🐰🎡しろ色担当🤍┊@AALA_info 情熱レッド担当❤️‍🔥┊爆レス神対応な大阪人 🐙 ┊ #撮影可 現場🎤 #きみワンLIVE情報 ┊ 毎週水・金曜は定期公演☀️ ┊#私アイドル辞めます 松本さくら役🌸",""
"きみとのワンダーランド","南瀬","すみ","みなせ","すみ","sumi_minase","南瀬 すみ【きみワン】","1379","2506","","","1300434235451293702","きみとのワンダーランド 🐰🎡#きみワン@kimiwanofficial オレンジ担当🚼 撮可現場📸TikTok▹〖https://t.co/XQqq9Gy3BJ〗onlyfive▹〖https://t.co/xkNI8f1K3C〗",""
"きみとのワンダーランド","花寺","りり","はなでら","りり","riri_hanadera","花寺りり【きみワン】","866","989","","","1399495508842881028","きみとのワンダーランド🐰🎡𓊆@kimiwanofficial 𓊇兼任💛🌻𓊆@AALA_info𓊇最年少18歳は泣き虫ピンク㌨ﾀﾞ❕ツインテール🎀\ラーメン🍜ポケモン/☆水族館に住んでます☆まん丸🌝きみの向日葵になりたい𓂃𓈒𓂂𓇬",""
"きみとのワンダーランド","双葉","ひなた","ふたば","ひなた","28hinata_","双葉ひなた🌱🐣【きみワン】","564","460","","","1479418860105510912","きみとのワンダーランド🐰🎡(@kimiwanofficial)パステルグリーン担当🌱",""
"キミと永遠に","佐藤","まあや","さとう","まあや","maaya_kimitowa","佐藤まあや🐝🧡キミと永遠に","1300","2547","","","1379654049948004354","キミと永遠に-キミトワ-@kimitowa2022 のオレンジ担当🧡/ 北海道🦀/ ホルモンとハイボール😻/ 会える日は #さとうまあやかれんだーぱんだー をチェック🐼",""
"キミと永遠に","光瀬","ひまり","みつせ","ひまり","himari_kimitowa","世界一可愛いひまりん💖","343","515","","","1477281363674157062","ダンサー兼アイドル ／【キミと永遠に】の 黄色担当💛@kimitowa2022💐 フルーツとアイスクリームとダンスが大好きです💞TikTok毎日投稿、ポコチャ毎日配信してます🐶💫",""
"キミと永遠に","七瀬","しの","ななせ","しの","shino_kimitowa","七瀬しの 「キミと永遠に」","332","241","","","1504976738530762753","キミと永遠に @kimitowa2022 青色担当💙 🦋中学3年生15歳¨̮ 柑橘系のフルーツが好き🍋🍊 TikTok・Instagramもみてね🥰",""
"キミと永遠に","睦月","まる","むつき","まる","maru_kimitowa","睦月まる【キミと永遠に】","544","438","","","1505056456961265665","@kimitowa2022𓂃𓈒𓏸🕊 / キミトワちゃんの赤⭕️(16)",""
"キミと永遠に","香椎","朝陽","かしい","あさひ","asahi_kimitowa","香椎朝陽 ❤︎キミと永遠に","320","296","","","1505120930271731712","キミと永遠に@kimitowa2022 緑色担当🦖 かしいあさひです！/ちびっこ組/TikTokも見てくれると嬉しいです🥺",""
"キミと永遠に","葉月","ひな","はづき","ひな","hina_kimitowa","葉月ひな🐈‍⬛💜【キミと永遠に】","527","266","","","1505121580661493760","♡プリュ所属『キミと永遠に』@kimitowa2022 紫色担当〰️💜 / 高校2年生16歳 タピオカと猫がすき❕❕૮ •̥ ·̫ •̥ ა",""
"キミと永遠に","白咲","乃愛","しろさき","のあ","noa_kimitowa","白咲乃愛🎀キミと永遠に","456","269","","","1505122081012613120","♡@kimitowa2022♡ プリュ所属 ピンク担当🎀１７歳 のあちです/ゲラゲラ笑います૮ . ̫ . ა",""
"キミのガールフレンド","倉木","さやか","くらき","さやか","kimigaru_sayaka","倉木さやか🍋キミのガールフレンド","781","66","","","1000737031834681345","CDCプロダクション💎 |𓊆 @KIMI_GARU 𓊇 #キミガル予定|おっちょこちょいなあわてんぼう🫧| アイドル大好きなアイドル🎤|他SNSは下記サイトから飛べます💛",""
"キミのガールフレンド","結城","小春","ゆうき","こはる","kimigaru_koharu","結城 小春🍋キミのガールフレンド","1459","1935","","","1120636569633705986","🍋7/16(土)デビュー🍋キミのガールフレンド(@KIMI_GARU )いつでも明るいにこにこガール🤍 / 北海道出身 / こはるんって呼んでね🧸 / 毎日配信！《https://t.co/Oa3HPCzEKc 》",""
"キミのガールフレンド","橘","なぎさ","たちばな","なぎさ","kimigaru_nagisa","橘 なぎさ🍋キミのガールフレンド","560","1003","","","1443206911558492168","キミのガールフレンド ꒰ @KIMI_GARU ꒱ 𓈒 𓏸𓈒𓂂𓂃.+.ﾟ🍋🤍￤親しみやすいお調子者✩︎⡱￤東京都出身￤19歳￤167cm￤ -`📢⋆ 7月16日(土)1000clubにてお披露目ライブ！",""
"キミのガールフレンド","双葉","なほ","ふたば","なほ","kimigaru_naho","双葉 なほ🍋キミのガールフレンド","453","1190","","","1448030051740446721","7月16日1000 CLUBにてデビュー𓊆 キミのガールフレンド@KIMI_GARU🍋𓊇無邪気で素直な最年少🍼🌱❪これから「初恋」探しにいきます💛❫ 毎日朝6時配信中˚*.꒰ https://t.co/rW6aVGza9m ꒱.*˚",""
"キミのガールフレンド","深月","はな","みつき","はな","kimigaru_hana","深月はな🍋キミのガールフレンド","321","91","","","1511528908675760133","CDCプロダクション キミのガールフレンド（@KIMI_GARU）🍋 おっとりマイペースさん🌷 ダンスが大好きです💃ちっちゃいけど見つけてね👀 7/16 お披露目ライブ♡ᵕ̈*",""
"キミのガールフレンド","桜井","夏凛","さくらい","かりん","kimigaru_karin","桜井夏凛🍋キミのガールフレンド","259","184","","","1529407714962550787","CDCプロダクション キミのガールフレンド🍋【@KIMI_GARU 】泣き虫🐬感情豊かな関西人です！♡ ∥韓国語∥かーりん⸜ ෆ ⸝‍ SHOWROOM毎日配信▷▷ https://t.co/9hOiLVS1js #かーりんのお悩み相談室",""
"キミのガールフレンド","滝口","莉央","たきぐち","りお","kimigaru_rio","滝口莉央🍋キミのガールフレンド","411","965","","","863248789540188161","キミのガールフレンド🍋 ( @kimi_garu ) 甘えん坊🐰 たくさん甘やかしてね💗 7月16日デビューライブ　🫧  やってるアプリのアカウント🐰https://t.co/Ke1RpwU8EO 🐰",""
"キミノトナリ","姫衣","愛音","きい","あのん","kmtn_anon1001","姫衣 愛音🧸キミノトナリ","424","3848","","","1447435303367573505","きいあのん🧸キミノトナリ@idol_kimitona みどり🍀写真より実物❕アイドルオタク🎀 振り付け担当🧸依頼は公式DMまで🧸※DM運営管理 会える予定 #キミトナライブ",""
"キミノトナリ","佐々川","莉佳","ささがわ","りか","kmtn_rika0512","佐々川 莉佳💛キミノトナリ","325","2429","","","1447490243305766917","キミノトナリ🌈黄色担当💛ささがわりかです☺️ささまるって呼んでください🐿「キミノトナリ」公式@idol_kimitona(※DM運営管理・リプ返はOK☺︎︎︎︎です🙆‍♀️待ってます！) 水・金 SHOWROOM配信 #ささまる〜む #ちぇきまる",""
"キミノトナリ","和奏","えま","わかな","えま","kmtn_emma0425","和奏えま💙キミノトナリ","171","824","","","1533840604378959872","わかなえま💙青色担当「キミノトナリ」公式@idol_kimitonaリプ返🙆‍♀️DM運営管理 💫アイドル大好きアイドル🦐私立恵比寿中学➡️松野莉奈さん、小林歌穂さん🌸ukka➡️村星りじゅさん",""
"きみぷり","","あおい","","あおい","kimipri_aoi","きみぷり🎰あおいちゃんす〜🐼","2974","46761","","","1420033459","@kimipri_info 水色 存在が映え❣️ 分身 @aoisoraga777 仕事依頼→Kimipri.info@gmail.com💌 きみぷりちゃんが世界一❗覇気操縦士 💗/🎰🚬 🎮 PC周辺使用デバイス→ https://t.co/Y4Ex42g61H",""
"きみぷり","本田","きゆ","ほんだ","きゆ","kimipri_kiyu","本田きゆ🐰🌸【 きみぷり 】","1935","12733","","","3247006675","今日を楽しく生きたい精神 ꒰ @kimipri_info ꒱ きゆぴぃちゃんってよんでねー！名古屋 ♡ めるへんぴんく下手組 ♡ 吸血鬼フェチ ♡ YouTube▶︎https://t.co/2pit70K6IG ｻﾌﾞ@kiyup_2nd・ｗ・",""
"きゅい〜ん’ズ","橘","祐里","たちばな","ゆり","Kyueens_Yuri","橘祐里@きゅい〜ん’ズ","3281","13971","","","4564606100","たちばなゆり✨ 岡山県出身最年少リーダー😵‍💫 #ゆりちゃん大丈夫 橘真琴と結婚してます。インタラクティブドラマ「終末配信」主演/TikTok毎日投稿中🌷 DEMON〜ありがとうって言えなくて",""
"きゅい〜ん’ズ","黒崎","はる","くろさき","はる","Kyueens_Haru","黒崎はる@きゅい～ん'ズ3期生","459","4204","","","1241936160403800064","きゅい～ん'ズ3期生、青色担当3歳児🍼APEXと応援してくれる皆のことが大好きです。舞台➡️ #Casket2021 #DEMON 毎週金曜日にSHOWROOM配信💙",""
"きゅい〜ん’ズ","真白","あかり","ましろ","あかり","Kyueens_Akari","真白あかり@きゅい〜ん'ズ3期生","326","3937","","","1241938899355590658","＊真白あかり(ましろあかり)＊きゅい〜ん'ズ(@Kyueens_Staff)の緑担当💚＊3期生＊25歳＊O型＊徳島県出身＊TikTok→https://t.co/Cof4OCLgbo＊O5→https://t.co/4hwr33aOeb＊ #あかりんごCLUB🍏",""
"きゅーてぃくるっ！","白星","かこ","しろぼし","かこ","cuticle_kako","白星かこ【きゅーてぃくるっ！】","318","3553","","","1407250222460276746","🤍#きゅーてぃくるっ！（@cuticle_info）ホワイト あなたの一番星になりたい担当🤍なごやじん🍤7/20しらこばと水上公園撮影会 7/30 動員重要ライブ❕",""
"きゅーてぃくるっ！","みるき","ありん","みるき","ありん","cuticle_arin","🎀みるきありん🎀","95","173","","","1504090946580860928","なかよくちて。。🐬💎きゅーてぃくるっ💎🐬୨୧⑅*(@cuticle_info)୨୧⑅*の水色さんだよお〜.+*:゜+。.ばぶプリンセスだから優しい人だけ好き₍ᐢ.ˬ.ᐡ₎",""
"きゅーてぃくるっ！","花宮","りりか","はなみや","りりか","cuticle_ririka","花宮りりか【きゅーてぃくるっ！】","84","309","","","1512420943628738618","－－－－♥きゅーてぃくるっ！(@cuticle_info)♥－－－－青色💙 │ みんなの妹になりたい担当⸝⸝⸝♡︎ │ DMは事務所管理です･֊･",""
"きゅーてぃくるっ！","姫宮","紫音","ひめみや","しおん","cuticle_shion","姫宮 紫音【きゅーてぃくるっ！】","171","278","","","1518210463254777856","きゅーてぃくるっ！最年少꒰ @cuticle_info ꒱むらさきいろのお姫様です🏹💭次回のライブは7/6(水)WOMBLIVEさんです",""
"きゅーてぃくるっ！","あさひ","なな","あさひ","なな","cuticle_nana","あさひなな🌻","99","225","","","1524682815962423296","きゅーてぃくるっ！ʚ @cuticle_info ɞ 黄色担当 みんなの太陽🔆 道産子ちびガールです🎶",""
"きゅるりんってしてみて","逃げ水","あむ","にげみず","あむ","_mochizou_","逃げ水あむ","53571","2367","","","2945024508","あいどるです！！きゅるして(@KYURUSHITE) の赤",""
"きゅるりんってしてみて","チバ","ゆな","ちば","ゆな","uba_va__3","チバゆな","17967","1764","","","1173469592062087168","きゅるりんってしてみて（@KYURUSHITE）のピンク色な最年少🎀みんなの元カノ担当だしポスト会える宝物",""
"きゅるりんってしてみて","島村","嬉唄","しまむら","うた","uta__0624","島村 嬉唄 @7/3 生誕祭","33193","574","","","790537920440438784","𝕂𝕪𝕦𝕣𝕦𝕤𝕙𝕚𝕥𝕖 𝕐𝕖𝕝𝕝𝕠𝕨💛 @KYURUSHITE",""
"きゅるりんってしてみて","環","やね","たまき","やね","yanemint","環やね","142970","11151","","","873222091310366720","モデルとアイドルとYouTube きゅるりんってしてみて(@KYURUSHITE)  YouTube👇🏻（ゆるい@yanemintchan）",""
"きゅるりんってしてみて","兎遊","たお","うゆ","うお","U0x0U_you","兎遊たお","103459","1060","","","949230614862970880","YouTubeとアイドルやってます🐼🐼🐼uyu.contact@gmail.com🐼🐼雑多アカ(@uoxouyu1007)🐼(@KYURUSHITE)",""
"きゅん♡みっしょん","","ゆうか","","ゆうか","kyunmi_yuka","ゆうか♥","2430","13936","","","1318184148486430721","落ち着きがなさすぎて空から落ちてきちゃった @kyun_mission_",""
"きゅん♡みっしょん","","ちや","","ちや","kyunmi_tiya","ちや️🎀きゅんみっしょん","1544","5438","","","1345023405775437825","' @kyun_mission_ ' の ぴんく天使🎀 見た目と中身が噛み合わない真面目なパフォ担リーダー 🦈💦…現在学業のためおやすみちゅう… 💦🦈",""
"きゅん♡みっしょん","","りり","","りり","kyunmi_riri","˙˚ʚ Ꮚ り り Ꮚ ɞ˚˙","521","802","","","1361515122510893056","@kyun_mission_ あかいろ天使担当❤️／Lv.19の155せんち／リプ返2回まで❣️／❌DM返信できません💦❌",""
"きゅん♡みっしょん","","ゆうり","","ゆうり","kyunmi_yuuri","ゆうり🦄໒꒱7/3新宿⏩ニコ劇","1721","21735","","","1380757441927737354","#きゅんみっしょん(@kyun_mission_)むらさき💜👼ゆうりのおたくは #ゆーりんちー＊ライブ撮影🙆‍♀️！ ＊乃木坂とお酒しか勝たん👊＊会った方フォロバあとは気まぐれ㌠🌟 ＊リプは2回まで❕サブ@yuri_gohandayo",""
"きゅん♡みっしょん","","ななせ","","ななせ","kyunmi_nanase","ななせ@きゅん♡みっしょん","1123","8626","","","1380783491395166215","@kyun_mission_ 緑色天使担当",""
"ギルドロップス","小坂井","祐莉絵","こさかい","ゆりえ","Kozakai_Yurie","小坂井祐莉絵(小坂井ゆりえ)","25051","20905","認証","","825144649","声優、 保育士資格。ハンバーグと人間の子ども。👶STARDOMリングアナ🎤🤼 電音部 桜乃美々兎🐰 「恋と呼ぶには気持ち悪い」有馬一花、「ホリミヤ」吉川由紀、「邪神ちゃんドロップキック」ぺこら、「終末のハーレム」黒田マリア、「阿波連さん」宮平先生、「黒井津さん」水木香恋。",""
"ギルドロップス","ながえ","ゆあ","ながえ","ゆあ","yuanagae","❁ながえ ゆあ❁","30180","19266","","","1137490904","アネモネ所属、趣味イラスト、ギルドロップス ピーチ、アニメ『彗星のフロイライン/ サクラ』『天地創造デザイン部/213番』『EX-ARM/小春流』『いもいも/神坂春菜』『アクアっ娘/オーシャ』、外画『フィール・ザ・ビート/ミシェル』、⭐︎ゲーム・けもフレ シベリアンハスキー・びびび 撫子さゆき・ネプシス 上海アリス⭐︎",""
"ギルドロップス","江原","裕理","えはら","ゆりえ","ayumiyuri822","江原 裕理","5417","5750","","","1712587454","江原裕理(えはらゆり)🍞ゆりぱん🍞 ☆ufotable☆『鬼滅の刃』神崎アオイ『おへんろ。〜八十八歩記〜』ちわ『テイルズオブゼスティリアザクロス』イアン，ノルミン『お尋ねギルドロップス』 『ギルドロップス』リーダー🍋 よろしくお願いします💛",""
"ギルドロップス","那谷","柊優","なたに","しゅう","Natani_official","那谷柊優","1327","1955","","","1224347977491210240","新人声優 那谷柊優(なたに しゅう) です。 FPSとLOLが好き🎮  #しゃちされたい こん太 #彗星のフロイライン スミレ",""
"ギルドロップス","山田","麻莉奈","やまだ","まりな","maririchan_324","山田麻莉奈","60370","5799","認証","","900744680966471680","山田麻莉奈。声優です☁️𓈒𓏸︎︎︎︎ 福岡県久留米市出身。 #くるめふるさと大使 https://t.co/nCmID9Czn9",""
"キングサリ","ネ兎","ねう","ねう","ねう","kingsari_neu","ネ兎ねう","21062","38073","","","2196293924","バニラの花言葉は 永久不滅 ∥ @kingsari_0430 紫 / おまじない担当 ∥ お問い合せ ✉︎ staff@xidea.info ❤︎",""
"キングサリ","村咲","ちい","むらさき","ちい","kingsari_chii","村咲ちい","3389","292","","","1003574664281534464","キングサリ @kingsari_0430 心のオアシス担当💘 ﾋﾟﾝｸ ❔(https://t.co/Y55nIZY91v) (https://t.co/WTnwRothUE)",""
"キングサリ","天神・大天使","閻魔","あまがみだいてんし","えんま","kingsari_enma","天神・大天使・閻魔","10516","5672","","","1092337298732048384","𝐆𝐨𝐭𝐡𝐢𝐜♥︎𝐃𝐈𝐄天使 #閻魔ちゃんと地獄DATE ❤️‍🩹@kingsari_0430",""
"キングサリ","","あやさ","","あやさ","kingsari_ayasa","あやさ","2642","417","","","1462735325462249473","❀.*･ﾟ #あにゃんちゅーる .ﾟ･*.✿あにめとお洋服がすき⠀🧷あにゃち꒰ｴﾒﾗﾙﾄﾞ@kingsari_0430 ꒱",""
"キングサリ","蝶羽","れい","あげは","れい","kingsari_rei","蝶羽れい","2191","295","","","1506120690147028992","@kingsari_0430 の青髪ぎゃる🦋 ️ ️ ️ ️️ ️️ ️#はいぱーあいどるアゲハちゃん️",""
"キングサリ","栗原","えみる","くりはら","えみる","kingsari_emiru","栗原えみる","2234","691","","","741545942973710336","キングサリ@kingsari_0430 絶対的ヒロイン担当🏹 よく笑ってる白い女の子が私です🫧",""
"グットクルー","葵","まお","あおい","まお","goocre_mao","葵 まお💤 【グットクルー】","1836","5490","","","1253651380285272064","【@gootcrew】青色22ｻｲポンコツ副キャプテン❕ 黒髪ボブ（になりました）❕リプ返いいねは気まぐれ❕弾き語り❕チェキツイしてね→【 #まおちゃんのチェキにっき 】 #まおちゃんのじすいにっき #まおちゃんのあいすにっき TikTokとインスタもよろ⬇️",""
"グットクルー","西野","もえ","にしの","もえ","goocre_moe","西野もえ🐰🍨【グットクルー】","2447","8551","","","1253664257981296640","#もえちゃんとパシャ でツイートしてくれると覚えやすいです❕showroom毎日配信ちゅう❕ ꒰ @gootcrew ꒱ 9/19(月・祝)2周年ワンマンライブ@ FANJtwice",""
"グットクルー","薺","らら","なずな","らら","goocre_lala","薺 らら【グットクルー】7/31生誕祭@FANJ twice","1665","6348","","","1273171131223195648","@gootcrew なずならら 赤色担当👼🏻🌹 リプ返せる時返よ！",""
"グデイ","","ミ米ミ","","みーまいみ","memyme_","ミ米ミ グデイ","1887","396","","","1162324358905257987","みーまいみ グデイの紫@Gday_official 埼玉出身",""
"くぴぽ","","まきちゃん","","まきちゃん","makichan_qppo","まきちゃん(くぴぽ)","3293","5168","","","138416223","女の子になりたいアイドル/くぴぽの初恋いちごレッド/服部真希/作詞/司会/人生相談/鳥 very birdの親鳥",""
"くぴぽ","","うの","","うの","uno_qppo","うの(くぴぽ)🥳","2501","10805","","","2548390698","宇野ちゃん 犬と生活しています 携帯電話で動画作って遊んでいます 食品サンプルが好きです @qppo_idol",""
"くぴぽ","","まこと","","まこと","macoto_qppo","まこと(くぴぽ)","1071","6380","","","1360148683023544320","消失　@qppo_idol ※DM運営管理",""
"くぴぽ","","ちあき","","ちあき","chiaki_qppo","ちあき(くぴぽ新メンバー)","546","4213","","","1372201873881501697","くぴぽ@qppo_idol おさかなマリンブルー 2022年3月加入 船の免許持ってる  月2で弾き語り載せてる",""
"くぴぽ","","しゅり","","しゅり","shuri_qppo","しゅり(くぴぽ)🍎","1064","9363","","","1374770143067140097","くぴぽ@qppo_idol🍎レトロりんごオレンジ担当🍊︎︎ ︎#しゅりのレコード #DJしゅりんご(練習中) #しゅりんごZINE ※DM運営管理",""
"クマリデパート","山乃","メイ","やまの","めい","qumali_mei","山乃メイ","5740","2652","","","1233309882176008192","🍜 ちゅるっ！ 147cmの慶應出身二郎系アイドル🍜 @qumalidepart 黄色担当🐣💛推し二郎 ▶︎ 関内/目黒/藤沢/西台 ❤︎千里眼と用心棒が主食です❤︎ #山乃メイのなんでもできるもん 毎週水曜日22:30〜 #ちゅるラジ ▶︎▶︎▶︎11/27全国ツアーファイナル中野サンプラザ◀︎◀︎◀︎",""
"クマリデパート","七瀬","マナ","ななせ","まな","qumali_mana","七瀬マナ","5383","4085","","","1233312813516410882","@qumalidepartクマリデパート🐻🏬 ミントグリーン👒モンスター！🦖🇧🇷 クマリデパート🗾全国ツアー！#くまちゃん大大大大作戦 🗓11/27 🧸🧸🧸中野サンプラザ🧸🧸🧸",""
"クマリデパート","優雨","ナコ","ゆう","なこ","qumali_yuu","優雨ナコ♪","11528","13335","","","709825735876169728","クマリデパート @qumalidepart 💖ピンク💖 💐ゆーなこ、ゆうなこ💐 #くまちゃん大大大大作戦 ✨  ツアーファイナル11/27中野サンプラザ🌟",""
"クマリデパート","早桜","ニコ","さお","にこ","qumali_sao","🍭早桜ニコ❕˻˳˯ₑᶫᵒᵛᵉ","16705","13426","","","709827492496809984","🐻クマリデパート🏬 水色のさおてゃん❕リーダーのさおてゃんだよ〜❕💙 @qumalidepart 🧊",""
"クマリデパート","小田","アヤネ","おだ","あやね","qumali_ayane","小田アヤネ","6643","3299","","","989745609585274881","🧸🏬クマリデパート @qumalidepart 赤担当🤟❣️ 漫画、ゲーム、アニメ、ライブが大好きな古のヲタク #クマリのセトリ を描いてます(^-^)♥ .*･ﾟ .ﾟ･*..*･ﾟ .ﾟ全国ツアー #くまちゃん大大大大作戦 ファイナルは✨11/27(日)中野サンプラザ✨",""
"クマリデパート","楓","フウカ","かえで","ふうか","qumali_fuka","楓フウカ","8925","2441","","","989747034377760769","@qumalidepart🥛それがすべてさ〜 全国ツアー #くまちゃん大大大大作戦 ファイナル中野サンプラザ🍒 TikTok→@fukababe0",""
"グランダルメ","前田","蘭","まえだ","らん","grandearmee_ran","前田　蘭　【グランダルメ】","159","730","","","1142762475135258624","grandearmee【 パフォーマンスユニット】 最年長の20歳！メンバーカラーは、茶色🤎好きな食べ物は、白米🍚 愛車→黒プリウス50前期 アカウント事務所管理",""
"グランダルメ","広瀬","夏海","ひろせ","なつみ","GrandeArmee_723","広瀬 夏海【グランダルメ】","422","545","","","1469967689422884868","JK1 @f_pro1989 Grande Armée青色担当/アイドル・グラビア/岐阜県中津川市出身/T157 B85 W57 H87/ 723組の組長/競馬観戦🏇クラシック・ボカロ🎶料理🍳2次元💻",""
"グランダルメ","苺","ひな","いちご","ひな","GrandeArmee123","苺 ひな🍓【グランダルメ】","312","611","","","1470367070093443081","GrandeAmeeパフォーマンスユニット 中学3年(14) ／緑担当🟢 ／あだ名 苺／苺アップしてます🍓 #苺女子 ※リプ返❌ ※アカウントは事務所管理となっています。 @f_pro1989",""
"グランダルメ","西野","空","にしの","そら","grandearmee_824","西野空【グランダルメ】","123","157","","","1471122295943217154","grandearmee （パフォーマンスユニット） 高校3年生 8.24👸💞 メンバーカラーはオレンジです🧡 そらって呼んでください！！ アカウントは運営管理となっています。",""
