"グループ名","名字","名前","名字読み","名前読み","TwitterID","TwitterName","フォロワー数","ツイート数","認証","Twitterプロフィール"
"ブリオガジャ","天音","ゆり","あまね","ゆり","yuri_vgp","天音ゆり🦔🌸【ブリオガジャ】","366","704","","お前ら、気合入ってんのかー！BRIO GAJA-ブリオガジャ-（@vary_gp）の天音ゆり（あまねゆり）です🌸 3月13日ライブデビューしました😌✨ 好き:バンド/桃/梅/ディズニー/ミュージカル/歌うこと🎶特技:ミニーちゃんの笑い声の感じ🎀"
"プリズムハート","","きゃりー","","きゃりー","Carrie_0214","きゃりー（プリズムハート）","814","1420","","プリズムハート（@babybearPARTY）の黄色🌙.ིྀ*·̩͙ ライブ予定▷ https://t.co/5xK58R9eGj"
"プリズムハート","深川","史那","ふかがわ","ふなみ","fumina2377","深川史那(ふみな) プリズムハート🐸🎈","5745","52074","","147㎝プリズムハート赤❤@babybearPARTY SSW🎸アーケード版電車でGO！！新テーマ曲🚃カラオケバトル🎤アイドルベストシンガーコンテスト優勝🏆#深川史那 YouTube🎮→ https://t.co/Qcse2zLqcl"
"プリズムハート","雛巳","風莉","ひなみ","かざり","Kazari_hinami","雛巳 風莉（ひなみ かざり)","399","1366","","プリズムハート(@babybearparty)💎￤2021.08.14~￤リプ返基本×･DM×￤法学部アイドル⚖️￤紫ペンラで爆レス必至🦄💜￤#雛飾り"
"プリズムハート","野々宮","のの","ののみや","のの","nonono04231","野々宮のの💙11/27渋谷ジーカンズ","2451","12252","","プリズムハート水色/TIF2022出演確定/川崎FMパーソナリティわず/@ JAM ONLINE FESTIVAL2020ソロ出演/天才アイドルプロデューサーになる/ #ののののスケジュール DM✖︎ Showroom→https://t.co/in3seww5mr"
"プリンセス物語","","μ","","みゅー","pristo_miyu1024","白倉 みゆ ♕ プリンセス物語","311","1222","","👑メンバー名→μ（みゅー）（15） / 🏰王国カラー→ハリウッド×ホワイト×シュプリーム / ❤️→K-POP / 食 / スポーツ / 韓国ドラマ,映画鑑賞 / 車の助手席,飛行機乗る / 字 / 絵 📖プリンセス物語公式Twitter→@pristoofficial"
"プリンセス物語","七瀬","りか","ななせ","りか","pristo7se","七瀬りか♕ プリンセス物語","915","11585","","｟ @pristoofficial ｠キュアレモン🌈🍋┊#_7sE"
"プリンセス物語","日向","あいさ","ひなた","あいさ","pristoaisa","日向あいさ♕ プリンセス物語","525","4669","","ひなただよ☀️ひまわりイエロー ☀️HP▶︎https://t.co/TSAx59YxTI☀️プリンセス物語公式▶︎@pristoofficial☀️お問い合わせ▶︎mb@gakumo.jp☀️DM🙅‍♀️☀️あいさ専用タグ▶︎#スマイルあいさーくる ☀️出会えた奇跡に感謝。みんなあったかい大好き。"
"プリンセス物語","","azu","","あず","pristoazu","azu ♕ プリンセス物語","605","727","","@pristoofficial 月の子です🐈‍⬛🌙💜"
"プリンセス物語","","かれん","","かれん","pristokaren","かれん♕プリンセス物語","423","2389","","プリンセス物語（@pristoofficial） 鶯色担当🦖！！サイリウムは黄緑！🦖🦖 リプは1回まで！！DMはお断りしています🙇‍♂️ 好き→アニメ・漫画・ゲーム・ジブリ・アンティーク・雷・雲 ・食べること・寝ること ファンマーク 🦖⚡"
"プリンセス物語","","Liara","","りあら","pristoLiara","Liara ♕プリンセス物語","329","309","","ホイップバニラのクリーミー王国のプリンセス、Liara(リアラ)です💞サファイアクラスに所属しています💎✨イメージカラーはシルキーピンク🎀 歌とスイーツが好き🍰💕公式:@pristoofficial 連絡先:mb@gakumo.jp HP: https://t.co/vxWeqCds0g DM事務所管理⋆︎*"
"プリンセス物語","新城","莉愛","しんじょう","りあ","pristoria_S","新城莉愛♕ プリンセス物語","1027","5417","","プリンセス物語（@pristoofficial）👑 2021.05.01~緑色担当💚🥑147㌢無敵です。TikTok: https://t.co/txb7ldKM6I"
"プリンセス物語","","桜空","","さくら","pristosakura","桜空 ♕ プリンセス物語","569","4302","","🤍🐇 プリンセス物語 (@pristoofficial ) ☁️ 白色 ☁ #さくめもりー☁ SSW桜空 (@sakuragrm) 🐇🤍"
"プリンセス物語","瀬月","夢叶 ","せづき","とわ","pristowa1004","瀬月夢叶 ♛︎ プリンセス物語","537","3599","","🐬 《@pristoofficial》のせづきとわ 🐬 とわわ 🐬 パステルブルー担当 🐬 てつくとつく▶︎https://t.co/ggo4CmAKQI SHOWROOM▶︎https://t.co/7UyxeesOpy ご依頼は▶︎mb@gakumo.jp"
"プリンセス物語","","ゆり","","ゆり","pristoYuri05_21","ゆり♛プリンセス物語","479","4279","","ゆり＝コンセントポーズ🔌✌️ （プリンセス物語公式Twitter☞@pristoofficial）（連絡先☞md@gakumo.jp ）（HP☞ https://t.co/MOhu6XRUqK）"
"プリンセス物語","","梨華子","","りかこ","rikako_ooi","梨華子♛︎プリンセス物語","620","3730","","2021.05.01〜プリンセス物語/ﾌﾟﾘｽﾄ(@pristoofficial) 青色担当💙あおぐみ 韓国/ｽﾎﾟｰﾂ/ｱｸｼｮﾝ/ｱｸﾛﾊﾞｯﾄ ⚠️DMは事務所管理のため返信出来ません⚠️"
"フルーティー♡","谷本","りん","たにもと","りん","fruity__rin","フルーティー♡りん","2674","2186","","♡@fruity_lp♡ 16歳 高校1年生 わんわんなの🈂️🐶👉🏻👈🏻"
"フルーティー♡","横山","葵","よこやま","あおい","fruity_aoi","フルーティー♡あおい","1486","2019","","北海道からお届け❕｜ 🤍@fruity_lp 🤍｜白色らいち🦭👌🏻｜札幌観光大使｜北海道観光応援隊｜歌うことが好きです"
"フルーティー♡","矢上","愛麻","やがみ","えま","fruity_ema","フルーティー♡えま","1572","720","","北海道のアイドルです\♡/ 札幌観光大使🕊"
"フルーティー♡","田中","ひなた","たなか","ひなた","fruity_hinata","フルーティー♡ひなた","677","1266","","スターフルーツ🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟 札幌観光大使 /北海道観光応援隊就任/毎週金曜日 フルーティーのインターネットTV配信中🐥🐥🐥"
"フルーティー♡","本間","真帆","ほんま","まほ","fruity_maho","フルーティー♡まほ","2587","1821","","夢で待ち合わせしよーねぇ💗 北海道観光応援隊就任♥️毎週月曜25時Air-GにてわくわくLPランド放送中😚 TikTok→fruity_maho1020💩 ◻️札幌観光大使🥰"
"フルーティー♡","小原","優花","おばら","ゆか","fruity_obachi","おばち🐣12日お誕生日です！＊°","7626","27851","","空前の閉じぴーすブームきてます🤞小原優花です。お文具さんが好きです。🍀２月から東京 🍀3月6日〜FEAM 🍀5月21日デビュー10周年 🍀17Live始動⇨ おばち_082_ 🍀アダルティーのメンバーです 🍀11月17日 新宿BLAZE #おばちフェス 開催❗️❗️🍀3月28日にフルーティーを卒業します"
"フルーティー♡","新岡","ゆう","にいおか","ゆう","fruity_yu","フルーティー♡おかゆ","929","1131","","《 @fruity_lp 》の黄緑🍏お酒は嗜む程度です"
"フルーティー♡","葉山","結菜","はやま","ゆいな","fruity_yuina","フルーティー♡ゆいな","1138","1134","","葉山結菜（はやまゆいな）猫系🐱【フルーティー♡】プラム担当紫💜 @fruity_lp"
"フルーティー♡","杉田","結衣","すぎた","ゆい","yui__fruity","フルーティー♡ゆい","1114","1168","","147cm さくらんぼ担当 🍒 / くまぼくじょう🐻🔴"
"ブルーなままで","早乙女","ひまり","さおとめ","ひまり","mecho_stayblue","めっちょ先生(早乙女ひまり)","4293","7629","","アイドル/早乙女ひまり/ブルーなままで @_stay_blue 黄色🍯🍠コスプレ、アニメ♡ SHOWROOM毎日配信→https://t.co/ReEGimnK53 Instagram→ https://t.co/RI72CznjjI"
"ブルーなままで","真白","みき","ましろ","みき","miki_stayblue","真白みき(ブルーなままで)","1957","1150","","【 ブルーなままで の ピンク担当 真白みきです❕ 】 ⌜ @_stay_blue ⌟ 沖縄県宮古島育ち！ だけど肌は真っ白色白。付けられたあだ名は▷▶︎歩くレフ板😇 フォローしてくれると嬉しい！オンライン限定チェキ☞ https://t.co/yp3lkthHf8"
"ブルーなままで","蒼野","りかこ","あおの","りかこ","rikako_stayblue","蒼野りかこ","2291","3712","","ブルーなままで( @_stay_blue )青担当。danceとゲームすき⋆͛♡⋆͛流行りにはついてけない。#たぬとくらげ￤ #ちょこずし'https://t.co/dY4AUSGnk5'"
"ブルーなままで","安在","さき","あんざい","さき","saki_stayblue","安在さき@ブルーなままで","912","2762","","ブルーなままで(@_stay_blue)/薄紫💜/最年少/18歳/韓国好き/黒髪/151cm/歌うことが大好き/野菜とフルーツが好き♡/歌声わりと低め/人見知り/マイペース/たまに反抗期/DM・リプ返基本的🙅🏻‍♀️/BASE(https://t.co/6KTocN5Ebp)にてチェキ、動画販売中！！"
"ブルーなままで","紅空","咲良","くれあ","さくら","sakura_stayblue","紅空咲良","684","2547","","ブルーなままで @_stay_blue 赤色担当🍓リーダーのくれあさくらです⌄̈⃝ 愛犬(トイプードル) ♡ 愛猫(マンチカン) 歌うこと、音楽がすき。空を仰ごう。笑顔で花を咲かせよう。WEEKLYチェキ ❯❯❯❯ https://t.co/o2XEX9P0Wz"
"ふるぱれーど","広瀬","あやみ","ひろせ","あやみ","fullpare_ayami","広瀬あやみ🍑11/28まみ生誕","844","732","","ふるぱれーど新垢(@full_pare)ピーチピンク🍑/🐿です生ハムも愛してるけどタン塩も愛してる/いか10!Galicマヨ🐰🐿"
"ふるぱれーど","","じゅんな","","じゅんな","fullpare_junna","じゅんな","1812","3614","","みんなをえがおにあいたいからすてーじにたちつづけたいです"
"ふるぱれーど","ふたば","まみ","ふたば","まみ","fullpare_mami","ふたば まみ🐰🌱@11/28生誕祭♡","520","409","","ふるぱれーど(@full_pare)癒しグリーン🐰🌱/いか10!Galicマヨ🐰🐿/うさぎさんとこぎみゅんしか勝たん˙˚ʚ♥ɞ˚˙"
"ふるぱれーど","桜木","もあ","さくらぎ","もあ","fullpare_moa","桜木 もあ 🎀","522","299","","ふるぱれーど(@full_pare)白色🤍 最年少‼️ ぴえんほわいと担当👶🏻🍼"
"ふるぱれーど","たちばな","しょうこ","たちばな","しょうこ","fullpare_shoko","たちばな しょうこ💚まみ生誕11/28💚1周年ライブ12/4","501","968","","ふるぱれーど(@full_pare) ビタミンイエロー担当/アイドルヲタク/ももクロ/モー娘'21/Fairies/森戸知沙希ちゃん❤️‍🔥"
"ベクアステラ","早瀬","さくら","はやせ","さくら","__saacha","早瀬さくら【♮ ベクアステラ】❗️12/5 生誕祭❗️12/5 生誕祭❗️12/5 生誕祭❗","1589","5943","","💜🐺大学生 ウルフ バイク乗りのひとです、、@BEQUASTELLA 最年少紫色 ／ 🏍 Rebel250"
"ベクアステラ","天乃","さや","あまの","さや","amano_saya","天乃さや🍨ྀི【♮ ベクアステラ 】","1158","2959","","【 @BEQUASTELLA 】あまのさやです アイスとエゴサとましろちゃんとましろちゃん 🦋💙 青色 #ベクアライブ予定"
"ベクアステラ","五十嵐","マイ","いがらし","まい","igarashi_maimai","五十嵐マイ【♮ ベクアステラ 】","744","1510","","♮ベクアステラ(@BEQUASTELLA)のママ担当🌻ポンコツの森在住 #ベクアぽんこつ部 部長 #マイばすけっとポンコツの森店 23歳になりました💛五十嵐マイ生誕祭-My Song-11月13日(土)START11:30 @新宿ナインスパイス　予約→https://t.co/hLIJ4OvkNY"
"ベクアステラ","紬麦","みほ","つむぎ","みほ","tsumugi_miho","紬麦みほ【♮ベクアステラ】","2925","2729","","⠀ ⠀⠀ \ ⠀あなたと夢をつむぎたいっ！⠀/⠀ @BEQUASTELLA ⌇赤色❤️⌇ﾜﾝﾜﾝ系🐶©️⌇寝食寝食˗ˏˋ 赤ふってくれたらいっぱい目あうよ🟥യˎˊ˗"
"ぺろぺろきゃんでぃ","","ひめり","","ひめり","perocan_hime","ぺろぺろきゃんでぃ🍭ひめり","698","848","","🍭11.27 Sound lub moleさんにて動員ライブ🍭@perocan_lp ぱちぱちくりーむそーだ味担当🍈16歳🍈問答無用で絶対にあなたを幸せにしてみせます！おいでー！"
"ぺろぺろきゃんでぃ","","おとは","","おとは","perocan_oto","ぺろぺろきゃんでぃ🍭おとは","843","749","","🐈‍⬛ 11.27動員ライブ Sound Lab mole 🖤 加工　ハーフツイン"
"ぺろぺろきゃんでぃ","","るな","","るな","perocan_runa","ぺろぺろきゃんでぃ🍭るな","668","854","","☁️きらきらわたあめ味(@perocan_lp)☁️ -動員目標ライブ 11.27 sound lab mole-"
"ぺろぺろきゃんでぃ","","ゆら","","ゆら","perocan_yura","ぺろぺろきゃんでぃ🍭ゆら","852","354","","めろめろはちみつ味担当🍯@perocan_lp"
"ほーむたいがー","五十嵐","歩夢","いがらし","あゆ","ietora_ayu","五十嵐 歩夢❤︎ほーむたいがー1/30 2ndワンマンライブ@渋谷スターラウンジ 動員100以上‼️","1343","6421","","シンデレラブルー💍⛸ᕱ⑅ᕱ 夢に向かって歩むで'あゆ'って読みます。女子校女子大に通う'夢みる女の子'です✎ღ ♡@ietora_official♡ ʚɞ@a__yuuuchanʚɞ オシャレででキレイなものが大好きです🌨"
"ほーむたいがー","成瀬","知瑠","なるせ","ちる","ietora_chiru","成瀬 知瑠 (ほーむたいがー🐯🎀)","877","6463","","はじけるっ❕きゅるきゅるぴんく 担当っっ❕🍿💗 🏠🐯 →(@ietora_official) 反抗期→(@chirutapi) 11月は、フォロワーさん880人安定が目標でっす‼️"
"ほーむたいがー","朝比奈","穂乃果","あさひな","ほのか","ietora_honoka","朝比奈 穂乃果🐯👾(ほーむたいがー)","262","162","","新メンバー 小悪魔ラベンダー担当(@ietora_official)｜踊り手｜そーご (@__on02k_)｜https://t.co/U9VVnFo8hI ໒꒱"
"ほーむたいがー","髙瀬","紗那","たかせ","さな","ietora_sana","髙瀬 紗那🐯🥩(ほーむたいがー)","3160","2500","","仙台出身/ほーむたいがー(@ietora_official)の赤色担当/20歳/シナモロール/ディズニー/ラブライブ！"
"ほーむたいがー","日向端","優衣","ひなばた","ゆい","ietora_yui","日向端 優衣🐯໒꒱*˚ほーむたいがー","594","1618","","ʟᴇᴛ’s ᴊᴜsᴛ sᴀᴠᴏᴜʀ ᴏᴜʀ ʟᴏᴠᴇ ☁️*° ( @ietora_official )"
"ほーむたいがー","姫川","柚花","ひめかわ","ゆずか","ietora_yuzuka","姫川 柚花 🐣☘️ ほーむたいがー","782","222","","@ietora_official 🧃🦠🧩 ┊︎ 五島列島産 ┊︎ 150𝑚𝑜lサイズのあたまお花畑ふわふわゆるゆるちゃんです 🎠𓈒𓏸"
"ぼくはまだしなない","百沢","香凜","ももさわ","かりん","bokuwa_karin","百沢香凜@ぼくはまだしなない","1560","636","","👨🏼‍🍳 ˎˊ @bokuwamada_ ⌇ももも！"
"ぼくはまだしなない","柊木","璃々歩","ひいらぎ","りりあ","bokuwa_riria","柊木璃々歩@ぼくはまだしなない","1041","216","","ぼくはまだしなない┊︎@bokuwamada_┊︎໒꒱"
"ぼくはまだしなない","白宮","瑠夏","しろみや","るな","bokuwa_runa","白宮瑠夏@ぼくはまだしなない","1732","1478","","@bokuwamada_ 台湾のハーフ🧸#るなだんす"
"ぼくはまだしなない","神城","ささら","かみしろ","ささら","bokuwa_sarara","神城さらら@ぼくはまだしなない","2083","622","","かみしろさららです🐇     @bokuwamada_"
"ぼくはまだしなない","星乃","聖奈","ほしの","せいな","bokuwa_seina","星乃聖奈@ぼくはまだしなない","2607","890","","@bokuwamada_ あなたにとって一番の星になりたい。"
"ぽけっとファントム","見上","月梛","みかみ","るな","0916Riru","るなぴー ぽけっとファントム 12/11卒業ライブ","4972","25119","","20歳 . . .るなぴーです。ユニット. . .ぽけっとファントム @Poke_fan0616 ピンク担当 みんなの笑顔の理由になれますように。 12/11卒業"
"ぽけっとファントム","松岡","未都","まつおか","みと","mikan_mito125","松岡 未都 ぽけっとファントム 🍊💙","2730","38438","","ぽけっとファントム/ソロ/青担当🦕/みかんは1日2個までhttps://t.co/b0hiM1HAT5 ＊事務所用アカウントです"
"ぽけっとファントム","水沢","美咲","みずさわ","みさき","misaki_malaysia","水沢美咲 ぽけっとファントム","3000","13233","","高校2年生￤17歳￤オレンジ担当￤株式会社ぴーらぼ（@_P_Lab_）￤ぽけっとファントム（@Poke_fan0616）￤えんじぇるモンスター"
"ぽけっとファントム","南雲","ひより","なぐも","ひより","ooohiy0Riooo","南雲ひより ぽけっとファントム","3048","27294","","なぐもひより（高3）ﾑﾗｻｷ担当 ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ぽけっとファントム👻 ［@Poke_fan0616］⠀ ⠀ ⠀ ⠀ ⠀ ⠀⠀ えんじぇるモンスター👾 | ひよこみかん🐣🍊 ⠀⠀ ⠀ ⠀⠀ ⠀ ⠀ｲﾝｽﾀ→https://t.co/GfCageEnaf"
"ぽけっとファントム","月詠","乃愛","つくよみ","のあ","tukuyomi1220","月詠乃愛","2741","15532","","✞IDOL✞@Poke_fan0616 ✞きいろ担当 ✞Lv.20✞ 所属：ぴーらぼらとりー✞ポケモン✞アニメ✞YouTube→ https://t.co/o0x6Ji9vsS ✞ゲーム実況✞アニメ声/コスプレ・男装/パチスロ✞ 僕の事いっぱい愛して。✞#のあぴのほのぼのゲーム ♡東リべ♥"
"ポスタルジア","三野","あみ乃","みの","あみの","amino_postalgia","三野あみ乃 3️⃣","4224","1597","","エナドリ神推しアイドルです。@post_nostalgia ポスタルジアにいる！最近黒髪ボブに戻ったよフォローしてね ᐡ ̳ᴗ ̫ ᴗ ̳ᐡ！！！ 【1周年記念ワンマン 12/13 @ 新宿WALLY 】"
"ポスタルジア","鳥羽","みれい","とば","みれい","mirei_postalgia","鳥羽みれい","2420","1101","","ポスタルジア【@post_nostalgia】 音ゲーが好きです(〃'▽'〃)"
"ポスタルジア","松村","美和","まつむら","みわ","miwa_postalgia","松村美和","610","269","","@post_nostalgia 🎀 @nogizaka46"
"ポスタルジア","天南","六花","あまみ","りっか","rikka_postalgia","天南 六花","1394","968","","あまみ りっか ܰ 12/13一周年記念ワンマン新宿WALLY ܱ @post_nostalgia"
"ポラライト","渡辺","葵","わたなべ","あおい","Polalight_aoi","渡辺 葵(ポラライト)","525","877","","IDOL【ポラライト】です५✍🏻 @polalight_info エンジェルブルー(青)担当👼🏻💙 かすちゃん🍣🍵大好き  ﾌｧﾝﾈ: 青組 そこら辺のメタモンﾃﾞｽ⊂・ー・つ DMは事務所管理🙏🏻"
"ポラライト","眠衣","えの","ねむい","えの","Polalight_eno","眠衣えの（ポラライト）","586","985","","@Polalight_info 水色🐟 #ねむいとパ活 はじめました(^｡^)☁️みんなより2秒くらいおそく生きています"
"ポラライト","乃井","日菜子","のい","ひなこ","Polalight_hina","乃井日菜子(ポラライト)","512","780","","【@polalight_info】のハニーイエロー担当🐝🍯***くまさんｽｷ🧸もぐもぐﾀﾞｲｽｷ🍽忠犬のい公エサくれﾜﾝﾜﾝ🐶ゆきりんさんみたいなきらきらアイドルなる***毎週月曜日はワングラ【@s_wonder_ground】出演***ひなの伏線回収モノガタリ、応援しませんか👑 ※リプ&DM🙅‍♀️"
"ポラライト","西那","恋夕","にしな","こゆ","Polalight_koyu","西那 恋夕🎀（ポラライト）","463","407","","°ʚ シークレットピンク担当17歳ɞ° 黒髪ツイン🎀かわいいください♡【@polalight_info】※dm事務所管理"
"ポラライト","陽南","凛音","ひなみ","りんね","Polalight_rinne","陽南凛音（ポラライト）🐰🍓","532","733","","（@Polalight_info）のストロベリーレッド担当。にゃぱです。服とお酒と玉置浩二 #愛死天凛音 ※DM運営管理"
"ポラライト","茉白","ゆけ","ましろ","ゆけ","Polalight_yuke","茉白ゆけ(ましろゆけ)","887","469","","【@polalight_info】の白色🐻‍❄️❔【https://t.co/wQD9pWs6NH】←ライブ情報🔍DM事務所管理"
"ポリシーなんてごんごどうだん！","","あいにや","","あいにや","_AINIYA_","あいにや🐰ポリごん","3592","2260","","【@poly_gon_ 】🍟ポテトが大好きな赤色の人です！ 最年少：#あいにやがいる生活"
"ポリシーなんてごんごどうだん！","","ぇりあ","","えりあ","_e_RIA_","ぇりあ #ポリごん","616","2141","","『 @poly_gon_ 』『#ぱてぃしぇりあ』︎︎ ︎︎ ･･･ ︎︎偽りまでが私･･･"
"ポリシーなんてごんごどうだん！","","じゆりぴ","","じゆりぴ","JIYURIPI","じゆりぴ","4359","8723","",""
"ほわいと☆ベガ","月見","まい","つきみ","まい","mai_wv","月見まい🐻💗ほわいと☆ベガ","942","9107","","@White_Vega_ のピンク❤︎ アイドル カワウソ シナモン ハチワレ ラーメン 油そば アイス シュークリーム 焼肉 たべっ子どうぶつ おすし 餃子"
"ほわいと☆ベガ","百瀬","まりな","ももせ","まりな","marina__wv","百瀬まりな🥖ほわいと☆ベガ","667","3638","","【@White_vega_ 】青色担当最年少💙👼🏻❕ 11月28日(日) 初めての生誕祭があります🎁🎉😵‍💫 https://t.co/Km5T4DUPoE SNS頑張ろう期間🔥"
"ほわいと☆ベガ","朝宮","さくら","あさみや","さくら","sakura_wv","朝宮さくら🐼🍒ほわいと☆ベガ","1961","16975","","@White_Vega_ あかいろ担当🟥TikTok▶️ https://t.co/tZBBIzAKVk みてね💫⭐︎ かまってくれる人がすきです、大食いです、たぶん"
"ほわいと☆ベガ","碧芭","ゆいな","あおば","ゆいな","yuina_wv","碧芭ゆいな☘ほわいと☆ベガ","665","5696","","《@White_Vega_》 緑色担当🍏🐰 こぎみゅんと野球観戦がすきーーー(◦ˉ ˘ ˉ◦) ゆいちゃんパワーでみんなを元気にしちゃうよーーーーーーー！！(≧∀≦)"
"ほわいと☆ベガ","白崎","ゆきの","しろさき","ゆきの","yukino_wv","白崎ゆきの🐇💛ほわいと☆ベガ","1099","4507","","@White_Vega_ 💛福沢じゃないほうのゆきちです👨🏻‍🦲おいも大好きマン(🍠•᎑•🍠) たまにお料理します👩🏻‍🍳✨#ゆきちきっちん( ¨̮ )🍴"
"ポンコツコンポ","ナンデモ","アリカ","なんでも","ありか","arika_ponkotsu","ナンデモ · アリカ 【 ポンコツコンポ 】","2918","6129","","ピンチケ！ガチ恋！ナンデモアリカ！！最年少18歳JK😶‍🌫️ #絶対神アリカ（@ponkotsukonpo）"
"ポンコツコンポ","","チャーリン","","ちゃーりん","charin_ponkotsu","チャーリン🦊💸【ポンコツコンポ】","530","110","","ポンコツコンポ @ponkotsukonpo のメンバーダヨ！🦊 物販でお金チャリンチャリーン🦊💸"
"ポンコツコンポ","愛救","なな","あいきゅう","なな","iq_ponkotsu","愛救なな【ポンコツコンポ】","1047","4543","","ななぴゅあぐりーん（@ponkotsukonpo）"
"ポンコツコンポ","今居","るか","いまい","るか","luka_ponkotsu","今居 るか【ポンコツコンポ】","1248","2309","","❤︎ @ponkotsukonpo ❤︎ 姫ぎゃる/ねこにゃん、"
"ポンコツコンポ","カコイマ","ミライ","かこいま","みらい","mirai_ponkotsu","カコイマ ミライ【ポンコツコンポ】","1104","6529","","ポンコツコンポのミラクルイエローです＼ ｶｺﾐﾗ〜！／噛めば味が出るスルメ人間♥過去も未来も愛してね @ponkotsukonpo #みらいたいむ #みらいの飼い主 🪐🐾"
"ポンコツコンポ","御昼","ねる","おひる","ねる","neru_ponkotsu","御昼ねる【ポンコツコンポ】","4819","27369","","📛@heroines_idol @ponkotsukonpoのモブボブ📛いんすたぐらむ →https://t.co/0IE2Md7f5f てぃっくとっく→https://t.co/CQT79e98p0 #おひるねちゅう"
"ポンコツコンポ","美々乃","らすく","みみの","らすく","rasuku_ponkotsu","🍞美々乃らすく🧸【ポンコツコンポ】","3951","7450","","@ponkotsukonpo 🌸おピンク🌸@heroines_idol #ら好く ﾎﾟﾝｺﾂ¹"
"まけいぬの逆襲","椎名","ある","しいな","ある","aru24_","椎名ある #まけいぬの逆襲","342","1281","","まけいぬの逆襲《@makeinunog》紫担当❥"
"まけいぬの逆襲","桃瀬","未華","ももせ","みか","mika___83","桃瀬未華🐶🍼まけいぬの逆襲","1376","4673","","【@makeinunog】˙˚ʚピンク担当ɞ˚˙☁️https://t.co/L6irktXhvY💍🦋🐬❄️🌨💧🦴🧊🥛🍼💎🛁"
"マジカル・パンチライン","山本","花奈","やまもと","はな","HanaYamamotoBox","山本花奈🐓🌼(マジパン)","3258","2431","","𝟐𝟎𝟎𝟔.𝟎𝟏.𝟐𝟐(𝟏𝟓)/@MAGiPUNofficial 緑色🟢/🐷Δ"
"マジカル・パンチライン","吉澤","悠華","よしざわ","はるか","Haru_Yoshizawa","吉澤 悠華（マジパン）","11126","8937","","03（18）@MAGiPUNofficial #はるかえる党"
"マジカル・パンチライン","宇佐美","空来","うさみ","そら","sora_usami_box","宇佐美 空来(マジパン)","2367","3608","","マジカル・パンチライン💙2021.2.21〜加入@MAGiPUNofficial 2007.12.8生まれ13歳・ウクレレが大好きです#マジパン #ソラレレ 🦋❄"
"マジカル・パンチライン","益田","珠希","ますだ","たまき","TamakiMasudaBox","益田珠希(マジパン)","3851","1834","","新潟県出身☁️高校3年生(17)☁TEENS model @MAGIPUNofficial"
"マジカル・パンチライン","沖口","優奈","おきぐち","ゆうな","YunaOkiguchiBox","沖口優奈🐏🤍(マジパン)","22671","16888","","マジパン 白色 リーダー兼プロデューサー (@MAGIPUNofficial)🧞‍♀️ マジパン第4章 #キラハピ ✨アイドルカメラ部📸 タロット占い🔮 https://t.co/dkzJxHQRNc"
"まッ","","かなう","","かなう","ma_kanau_ma","かなう🌟まッ","483","1371","","♡@ma_m_ma_m_ma♡ にこにこイエロー👶🏻💛"
"まッ","","めい","","めい","ma_mei_ma","まッ🎀💙めい","1227","5048","","絶対あいどる @ma_m_ma_m_ma"
"まッ","","ゼロ","","ぜろ","ma_zero_ma","ゼロ【まッ】","197","438","","まッ【@ma_m_ma_m_ma 】おやすみホワイト担当^._.^♡ゼログラビティです、負けないよ #あつまれ真剣部"
"まねきケチャ","深瀬","美桜","はかせ","みお","fukasemio330","深瀬美桜（まねきケチャ）","54876","3807","","21歳　茨城県出身"
"まねきケチャ","峰島","こまき","みねしま","こまき","komaki_7land","峰島こまき🌈ナナランド","55907","4968","","コレットプロモーション所属 、"
"まねきケチャ","宮内","凛","みやうち","りん","miyauchirin7","宮内凛（まねきケチャ）","82540","4262","","アイドル　ラーメン"
"まねきケチャ","中川","美優","なかがわ","みゆ","nakagawamiyuu","中川美優(まねきケチャ)","73292","5909","","変な声の人です。麻雀とゲームとポケモンカード 趣味で動画つくったり曲をつくったりしています。APEXもやります。https://t.co/GVxgyt2ZBo"
"まねきケチャ","篠原","葵","しのはら","あおい","shinoharaaoi701","篠原葵（まねきケチャ）","27781","710","","篠原葵（しのはらあおい） コレットプロモーション所属 DMは事務所が管理しております"
"ミームトーキョー","","SAE","","さえ","_saesy","SAE","4353","552","","ミームトーキョー@memetokyo_infoの赤 / 映画とロックと喫茶店がすきです / 現役大学生 / #拝啓さえ様"
"ミームトーキョー","","MEW","","みゅー","MEWCLUB__","MEW","30705","2016","","ミューてよみます🐈白色してます #トーキョーめうめう←たくさんみる"
"ミームトーキョー","","NENE","","ねね","nene0706_","NENE","2243","719","","ミームトーキョーのオレンジです。時たまビートメイク(勉強中)オリジナルよかったら聞いて↓#オールナイトNENE #NENETOKYO インスタ nene_0706"
"ミームトーキョー","","RITO","","りと","rito_o777","天沢 璃人","15723","4249","","ミームトーキョー@memetokyo_info(青)/でんぱ組.inc @dempagumi(ネイビーブルー)/兼任🦈ただの甘党 踊ってみた (ritorunaitomea) #天沢さんへ"
"ミームトーキョー","","SOLI","","そり","SOLI_meme","SOLI","5402","1388","","@memetokyo_infoのイエロー 20歳 韓国人 | 일본아이돌 #밈도쿄 한국인 멤버 | #牛カツわずらい | #ちゃんそりの絵日記 | #ちゃんそりしか勝たん | #SOLIグラビア | #SOLIカラ | #SOLitch"
